,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
320,Marin Cilic,Nick Kyrgios,320,2,0,64,33,36,10,51,32,49,23,0.5416666666666666,0.5416666666666666,0.2830188679245283,0.2830188679245283,0.4583333333333333,0.4583333333333333,0.17647058823529413,0.19230769230769232,0.5483870967741935,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.40350877192982454,0.2549019607843137,1,0.2549019607843137,0.0,1.0,10.0,36.0,0.0,23.0,36.0,10,64.0,1,13
321,Viktor Troicki,Daniel Gimeno-Traver,321,2,0,78,84,22,15,56,61,44,35,0.8333333333333334,0.8333333333333334,0.7641509433962265,0.7641509433962265,0.16666666666666666,0.16666666666666666,0.27450980392156865,0.28846153846153844,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.6140350877192983,0.39285714285714285,23,0.39285714285714285,0.0,23.0,15.0,22.0,0.0,35.0,22.0,15,78.0,23,22
322,Jeremy Chardy,Roberto Bautista Agut,322,2,0,79,42,21,8,64,50,36,17,0.8541666666666666,0.8541666666666666,0.36792452830188677,0.36792452830188677,0.14583333333333334,0.14583333333333334,0.13725490196078433,0.15384615384615385,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.2982456140350877,0.234375,-8,0.234375,0.0,-8.0,8.0,21.0,0.0,17.0,26.0,8,74.0,-8,15
323,Jarkko Nieminen,Jo-Wilfried Tsonga,323,2,1,65,44,35,19,61,41,39,25,0.5625,0.5625,0.3867924528301887,0.3867924528301887,0.4375,0.4375,0.35294117647058826,0.36538461538461536,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.43859649122807015,0.06557377049180328,3,0.06557377049180328,1.0,3.0,19.0,35.0,1.0,25.0,35.5,19,64.5,3,4
324,David Ferrer,Albert Montanes,324,2,0,67,28,33,9,60,31,40,15,0.6041666666666666,0.6041666666666666,0.2358490566037736,0.2358490566037736,0.3958333333333333,0.3958333333333333,0.1568627450980392,0.17307692307692307,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.2631578947368421,0.11666666666666667,-3,0.11666666666666667,0.0,-3.0,9.0,33.0,0.0,15.0,33.0,9,67.0,-3,7
325,Joao Sousa,Feliciano Lopez,325,2,1,64,56,36,23,66,58,34,24,0.5416666666666666,0.5416666666666666,0.5,0.5,0.4583333333333333,0.4583333333333333,0.43137254901960786,0.4423076923076923,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.42105263157894735,-0.030303030303030304,-2,-0.030303030303030304,1.0,-2.0,23.0,36.0,1.0,24.0,36.0,23,64.0,-2,-2
326,Kevin Anderson,Evgeny Donskoy,326,2,0,67,62,33,21,68,69,32,26,0.6041666666666666,0.6041666666666666,0.5566037735849056,0.5566037735849056,0.3958333333333333,0.3958333333333333,0.39215686274509803,0.40384615384615385,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.45614035087719296,-0.014705882352941176,-7,-0.014705882352941176,0.0,-7.0,21.0,33.0,0.0,26.0,33.0,21,67.0,-7,-1
327,Michael Llodra,Milos Raonic,327,2,1,63,62,37,25,61,59,39,32,0.5208333333333334,0.5208333333333334,0.5566037735849056,0.5566037735849056,0.4791666666666667,0.4791666666666667,0.47058823529411764,0.4807692307692308,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.5614035087719298,0.03278688524590164,3,0.03278688524590164,1.0,3.0,25.0,37.0,1.0,32.0,36.5,25,63.5,3,2
328,Nicolas Almagro,Edouard Roger-Vasselin,328,2,0,57,30,43,16,46,36,54,30,0.3958333333333333,0.3958333333333333,0.25471698113207547,0.25471698113207547,0.6041666666666666,0.6041666666666666,0.29411764705882354,0.3076923076923077,0.4946236559139785,0.4946236559139785,0.5053763440860215,0.5053763440860215,0.5263157894736842,0.2391304347826087,-6,0.2391304347826087,0.0,-6.0,16.0,43.0,0.0,30.0,43.0,16,57.0,-6,11
329,Blaz Kavcic,Andreas Seppi,329,2,1,57,67,43,41,63,64,37,37,0.3958333333333333,0.3958333333333333,0.6037735849056604,0.6037735849056604,0.6041666666666666,0.6041666666666666,0.7843137254901961,0.7884615384615384,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.6491228070175439,-0.09523809523809523,3,-0.09523809523809523,1.0,3.0,41.0,43.0,1.0,37.0,43.0,41,57.0,3,-6
330,Tommy Robredo,Igor Sijsling,330,2,0,52,51,48,30,62,67,38,28,0.2916666666666667,0.2916666666666667,0.4528301886792453,0.4528301886792453,0.7083333333333334,0.7083333333333334,0.5686274509803921,0.5769230769230769,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.49122807017543857,-0.16129032258064516,-16,-0.16129032258064516,0.0,-16.0,30.0,48.0,0.0,28.0,48.0,30,52.0,-16,-10
331,Ernests Gulbis,Gael Monfils,331,2,1,64,65,36,32,60,55,40,22,0.5416666666666666,0.5416666666666666,0.5849056603773585,0.5849056603773585,0.4583333333333333,0.4583333333333333,0.6078431372549019,0.6153846153846154,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.38596491228070173,0.06666666666666667,10,0.06666666666666667,1.0,10.0,32.0,36.0,1.0,22.0,36.0,32,64.0,10,4
332,Richard Gasquet,Michal Przysiezny,332,2,0,64,27,36,8,59,32,41,14,0.5416666666666666,0.5416666666666666,0.22641509433962265,0.22641509433962265,0.4583333333333333,0.4583333333333333,0.13725490196078433,0.15384615384615385,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.24561403508771928,0.0847457627118644,-5,0.0847457627118644,0.0,-5.0,8.0,36.0,0.0,14.0,36.0,8,64.0,-5,5
333,Nikolay Davydenko,Denis Istomin,333,2,0,68,41,32,19,65,41,35,18,0.625,0.625,0.3584905660377358,0.3584905660377358,0.375,0.375,0.35294117647058826,0.36538461538461536,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.3157894736842105,0.046153846153846156,0,0.046153846153846156,0.0,0.0,19.0,32.0,0.0,18.0,32.0,19,68.0,0,3
334,Jerzy Janowicz,Robin Haase,334,2,0,68,51,32,21,60,48,40,28,0.625,0.625,0.4528301886792453,0.4528301886792453,0.375,0.375,0.39215686274509803,0.40384615384615385,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.49122807017543857,0.13333333333333333,3,0.13333333333333333,0.0,3.0,21.0,32.0,0.0,28.0,32.0,21,68.0,3,8
335,Horacio Zeballos,Stanislas Wawrinka,335,2,1,66,52,34,18,62,46,38,16,0.5833333333333334,0.5833333333333334,0.46226415094339623,0.46226415094339623,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.34615384615384615,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2807017543859649,0.06451612903225806,6,0.06451612903225806,1.0,6.0,18.0,34.0,1.0,16.0,39.0,18,61.0,6,4
336,Kei Nishikori,Grega Zemlja,336,2,0,48,39,52,24,63,45,37,19,0.20833333333333334,0.20833333333333334,0.33962264150943394,0.33962264150943394,0.7916666666666666,0.7916666666666666,0.45098039215686275,0.46153846153846156,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3333333333333333,-0.23809523809523808,-6,-0.23809523809523808,0.0,-6.0,24.0,52.0,0.0,19.0,52.0,24,48.0,-6,-15
337,Lukasz Kubot,Benoit Paire,337,2,1,57,34,43,20,75,46,25,8,0.3958333333333333,0.3958333333333333,0.29245283018867924,0.29245283018867924,0.6041666666666666,0.6041666666666666,0.37254901960784315,0.38461538461538464,0.8064516129032258,0.8064516129032258,0.1935483870967742,0.1935483870967742,0.14035087719298245,-0.24,-12,-0.24,1.0,-12.0,20.0,43.0,1.0,8.0,46.5,20,53.5,-12,-18
338,Fabio Fognini,Lukas Rosol,338,2,0,57,51,43,21,74,60,26,17,0.3958333333333333,0.3958333333333333,0.4528301886792453,0.4528301886792453,0.6041666666666666,0.6041666666666666,0.39215686274509803,0.40384615384615385,0.7956989247311828,0.7956989247311828,0.20430107526881722,0.20430107526881722,0.2982456140350877,-0.22972972972972974,-9,-0.22972972972972974,0.0,-9.0,21.0,43.0,0.0,17.0,43.0,21,57.0,-9,-17
339,Martin Klizan,Rafael Nadal,339,2,1,74,55,26,10,56,30,44,25,0.75,0.75,0.49056603773584906,0.49056603773584906,0.25,0.25,0.17647058823529413,0.19230769230769232,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.43859649122807015,0.32142857142857145,25,0.32142857142857145,1.0,25.0,10.0,26.0,1.0,25.0,26.0,10,74.0,25,18
340,Janko Tipsarevic,Fernando Verdasco,340,2,0,58,77,42,40,64,82,36,38,0.4166666666666667,0.4166666666666667,0.6981132075471698,0.6981132075471698,0.5833333333333334,0.5833333333333334,0.7647058823529411,0.7692307692307693,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.6666666666666666,-0.09375,-5,-0.09375,0.0,-5.0,40.0,42.0,0.0,38.0,41.0,40,59.0,-5,-6
341,Federico Delbonis,Mikhail Youzhny,341,2,1,69,70,31,24,57,55,43,30,0.6458333333333334,0.6458333333333334,0.6320754716981132,0.6320754716981132,0.3541666666666667,0.3541666666666667,0.45098039215686275,0.46153846153846156,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.5263157894736842,0.21052631578947367,15,0.21052631578947367,1.0,15.0,24.0,31.0,1.0,30.0,38.0,24,62.0,15,12
342,John Isner,Ryan Harrison,342,2,0,64,88,36,32,65,81,35,37,0.5416666666666666,0.5416666666666666,0.8018867924528302,0.8018867924528302,0.4583333333333333,0.4583333333333333,0.6078431372549019,0.6153846153846154,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.6491228070175439,-0.015384615384615385,7,-0.015384615384615385,0.0,7.0,32.0,36.0,0.0,37.0,36.0,32,64.0,7,-1
343,Jack Sock,Tommy Haas,343,2,1,74,62,26,15,54,39,46,22,0.75,0.75,0.5566037735849056,0.5566037735849056,0.25,0.25,0.27450980392156865,0.28846153846153844,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.38596491228070173,0.37037037037037035,23,0.37037037037037035,1.0,23.0,15.0,26.0,1.0,22.0,26.0,15,74.0,23,20
344,Victor Hanescu,Dmitry Tursunov,344,2,0,59,31,41,9,67,33,33,9,0.4375,0.4375,0.2641509433962264,0.2641509433962264,0.5625,0.5625,0.1568627450980392,0.17307692307692307,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.15789473684210525,-0.11940298507462686,-2,-0.11940298507462686,0.0,-2.0,9.0,41.0,0.0,9.0,44.0,9,56.0,-2,-8
345,Grigor Dimitrov,Lucas Pouille,345,2,0,60,31,40,14,49,37,51,29,0.4583333333333333,0.4583333333333333,0.2641509433962264,0.2641509433962264,0.5416666666666666,0.5416666666666666,0.2549019607843137,0.2692307692307692,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.5087719298245614,0.22448979591836735,-6,0.22448979591836735,0.0,-6.0,14.0,40.0,0.0,29.0,40.0,14,60.0,-6,11
346,Guido Pella,Novak Djokovic,346,2,1,72,38,28,10,57,26,43,12,0.7083333333333334,0.7083333333333334,0.330188679245283,0.330188679245283,0.2916666666666667,0.2916666666666667,0.17647058823529413,0.19230769230769232,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.21052631578947367,0.2631578947368421,12,0.2631578947368421,1.0,12.0,10.0,28.0,1.0,12.0,28.0,10,72.0,12,15
347,Roger Federer,Julien Benneteau,347,3,0,82,41,18,8,65,42,35,22,0.9166666666666666,0.9166666666666666,0.3584905660377358,0.3584905660377358,0.08333333333333333,0.08333333333333333,0.13725490196078433,0.15384615384615385,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.38596491228070173,0.26153846153846155,-1,0.26153846153846155,0.0,-1.0,8.0,18.0,0.0,22.0,18.0,8,82.0,-1,17
348,Sam Querrey,Gilles Simon,348,3,1,60,52,40,32,58,60,42,21,0.4583333333333333,0.4583333333333333,0.46226415094339623,0.46226415094339623,0.5416666666666666,0.5416666666666666,0.6078431372549019,0.6153846153846154,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.3684210526315789,0.034482758620689655,-8,0.034482758620689655,1.0,-8.0,32.0,40.0,1.0,21.0,40.0,32,60.0,-8,2
349,Marin Cilic,Viktor Troicki,349,3,1,65,61,35,20,59,43,41,27,0.5625,0.5625,0.5471698113207547,0.5471698113207547,0.4375,0.4375,0.37254901960784315,0.38461538461538464,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.47368421052631576,0.1016949152542373,18,0.1016949152542373,1.0,18.0,20.0,35.0,1.0,27.0,35.0,20,65.0,18,6
350,Jeremy Chardy,Jo-Wilfried Tsonga,350,3,1,67,40,33,17,65,35,35,10,0.6041666666666666,0.6041666666666666,0.3490566037735849,0.3490566037735849,0.3958333333333333,0.3958333333333333,0.3137254901960784,0.3269230769230769,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.17543859649122806,0.03076923076923077,5,0.03076923076923077,1.0,5.0,17.0,33.0,1.0,10.0,33.5,17,66.5,5,2
351,David Ferrer,Feliciano Lopez,351,3,0,63,37,37,14,66,41,34,17,0.5208333333333334,0.5208333333333334,0.32075471698113206,0.32075471698113206,0.4791666666666667,0.4791666666666667,0.2549019607843137,0.2692307692307692,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2982456140350877,-0.045454545454545456,-4,-0.045454545454545456,0.0,-4.0,14.0,37.0,0.0,17.0,37.0,14,63.0,-4,-3
352,Kevin Anderson,Milos Raonic,352,3,0,57,49,43,29,69,54,31,19,0.3958333333333333,0.3958333333333333,0.4339622641509434,0.4339622641509434,0.6041666666666666,0.6041666666666666,0.5490196078431373,0.5576923076923077,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.3333333333333333,-0.17391304347826086,-5,-0.17391304347826086,0.0,-5.0,29.0,43.0,0.0,19.0,42.0,29,58.0,-5,-12
353,Nicolas Almagro,Andreas Seppi,353,3,0,51,34,49,18,69,50,31,12,0.2708333333333333,0.2708333333333333,0.29245283018867924,0.29245283018867924,0.7291666666666666,0.7291666666666666,0.3333333333333333,0.34615384615384615,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.21052631578947367,-0.2608695652173913,-16,-0.2608695652173913,0.0,-16.0,18.0,49.0,0.0,12.0,49.0,18,51.0,-16,-18
354,Tommy Robredo,Gael Monfils,354,3,0,68,73,32,27,70,74,30,30,0.625,0.625,0.660377358490566,0.660377358490566,0.375,0.375,0.5098039215686274,0.5192307692307693,0.7526881720430108,0.7526881720430108,0.24731182795698925,0.24731182795698925,0.5263157894736842,-0.02857142857142857,-1,-0.02857142857142857,0.0,-1.0,27.0,32.0,0.0,30.0,32.0,27,68.0,-1,-2
355,Richard Gasquet,Nikolay Davydenko,355,3,0,76,46,24,9,68,40,32,19,0.7916666666666666,0.7916666666666666,0.4056603773584906,0.4056603773584906,0.20833333333333334,0.20833333333333334,0.1568627450980392,0.17307692307692307,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.3333333333333333,0.11764705882352941,6,0.11764705882352941,0.0,6.0,9.0,24.0,0.0,19.0,24.0,20,76.0,6,8
356,Jerzy Janowicz,Stanislas Wawrinka,356,3,1,58,54,42,31,61,58,39,23,0.4166666666666667,0.4166666666666667,0.4811320754716981,0.4811320754716981,0.5833333333333334,0.5833333333333334,0.5882352941176471,0.5961538461538461,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.40350877192982454,-0.04918032786885246,-4,-0.04918032786885246,1.0,-4.0,31.0,42.0,1.0,23.0,42.0,31,58.0,-4,-3
357,Kei Nishikori,Benoit Paire,357,3,0,43,40,57,36,63,53,37,23,0.10416666666666667,0.10416666666666667,0.3490566037735849,0.3490566037735849,0.8958333333333334,0.8958333333333334,0.6862745098039216,0.6923076923076923,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.40350877192982454,-0.31746031746031744,-13,-0.31746031746031744,0.0,-13.0,36.0,57.0,0.0,23.0,49.5,36,50.5,-13,-20
358,Fabio Fognini,Rafael Nadal,358,3,1,78,52,22,14,67,47,33,26,0.8333333333333334,0.8333333333333334,0.46226415094339623,0.46226415094339623,0.16666666666666666,0.16666666666666666,0.2549019607843137,0.2692307692307692,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.45614035087719296,0.16417910447761194,5,0.16417910447761194,1.0,5.0,14.0,22.0,1.0,26.0,27.5,14,72.5,5,11
359,Janko Tipsarevic,Mikhail Youzhny,359,3,1,64,40,36,21,49,28,51,25,0.5416666666666666,0.5416666666666666,0.3490566037735849,0.3490566037735849,0.4583333333333333,0.4583333333333333,0.39215686274509803,0.40384615384615385,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.43859649122807015,0.30612244897959184,12,0.30612244897959184,1.0,12.0,21.0,36.0,1.0,25.0,36.0,21,64.0,12,15
360,John Isner,Tommy Haas,360,3,0,63,99,37,52,78,132,22,24,0.5208333333333334,0.5208333333333334,0.9056603773584906,0.9056603773584906,0.4791666666666667,0.4791666666666667,1.0,1.0,0.8387096774193549,0.8387096774193549,0.16129032258064516,0.16129032258064516,0.42105263157894735,-0.19230769230769232,-33,-0.19230769230769232,0.0,-33.0,52.0,37.0,0.0,24.0,37.0,52,63.0,-33,-15
361,Philipp Kohlschreiber,Victor Hanescu,361,3,0,73,31,27,8,59,43,41,20,0.7291666666666666,0.7291666666666666,0.2641509433962264,0.2641509433962264,0.2708333333333333,0.2708333333333333,0.13725490196078433,0.15384615384615385,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.3508771929824561,0.23728813559322035,-12,0.23728813559322035,0.0,-12.0,8.0,27.0,0.0,20.0,27.0,8,73.0,-12,14
362,Grigor Dimitrov,Novak Djokovic,362,3,1,68,39,32,13,69,33,31,9,0.625,0.625,0.33962264150943394,0.33962264150943394,0.375,0.375,0.23529411764705882,0.25,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.15789473684210525,-0.014492753623188406,6,-0.014492753623188406,1.0,6.0,13.0,32.0,1.0,9.0,32.0,13,68.0,6,-1
363,Roger Federer,Gilles Simon,363,4,0,61,65,39,28,64,56,36,23,0.4791666666666667,0.4791666666666667,0.5849056603773585,0.5849056603773585,0.5208333333333334,0.5208333333333334,0.5294117647058824,0.5384615384615384,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.40350877192982454,-0.046875,9,-0.046875,0.0,9.0,28.0,39.0,0.0,23.0,39.0,28,61.0,9,-3
364,Viktor Troicki,Jo-Wilfried Tsonga,364,4,1,77,45,23,15,62,34,38,15,0.8125,0.8125,0.39622641509433965,0.39622641509433965,0.1875,0.1875,0.27450980392156865,0.28846153846153844,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2631578947368421,0.24193548387096775,11,0.24193548387096775,1.0,11.0,15.0,23.0,1.0,15.0,35.5,15,64.5,11,15
365,David Ferrer,Kevin Anderson,365,4,0,71,34,29,7,52,28,48,24,0.6875,0.6875,0.29245283018867924,0.29245283018867924,0.3125,0.3125,0.11764705882352941,0.1346153846153846,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.42105263157894735,0.36538461538461536,6,0.36538461538461536,0.0,6.0,7.0,29.0,0.0,24.0,29.0,7,71.0,6,19
366,Nicolas Almagro,Tommy Robredo,366,4,1,63,73,37,31,63,71,37,31,0.5208333333333334,0.5208333333333334,0.660377358490566,0.660377358490566,0.4791666666666667,0.4791666666666667,0.5882352941176471,0.5961538461538461,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.543859649122807,0.0,2,0.0,1.0,2.0,31.0,37.0,1.0,31.0,37.0,31,63.0,2,0
367,Richard Gasquet,Stanislas Wawrinka,367,4,1,63,81,37,41,60,87,40,38,0.5208333333333334,0.5208333333333334,0.7358490566037735,0.7358490566037735,0.4791666666666667,0.4791666666666667,0.7843137254901961,0.7884615384615384,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.6666666666666666,0.05,-6,0.05,1.0,-6.0,41.0,37.0,1.0,38.0,40.5,41,59.5,-6,3
368,Kei Nishikori,Rafael Nadal,368,4,1,69,39,31,16,65,27,35,15,0.6458333333333334,0.6458333333333334,0.33962264150943394,0.33962264150943394,0.3541666666666667,0.3541666666666667,0.29411764705882354,0.3076923076923077,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2631578947368421,0.06153846153846154,12,0.06864801864801864,1.0,14.0,15.0,30.0,1.0,15.5,30.0,30,70.0,12,4
369,Mikhail Youzhny,Tommy Haas,369,4,1,61,31,39,14,63,16,37,12,0.4791666666666667,0.4791666666666667,0.2641509433962264,0.2641509433962264,0.5208333333333334,0.5208333333333334,0.2549019607843137,0.2692307692307692,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.21052631578947367,-0.031746031746031744,15,-0.031746031746031744,1.0,15.0,14.0,39.0,0.5,12.0,39.0,36,61.0,15,-2
370,Philipp Kohlschreiber,Novak Djokovic,370,4,1,74,71,26,23,55,48,45,28,0.75,0.75,0.6415094339622641,0.6415094339622641,0.25,0.25,0.43137254901960786,0.4423076923076923,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.49122807017543857,0.34545454545454546,23,0.34545454545454546,1.0,23.0,23.0,26.0,1.0,28.0,26.0,23,74.0,23,19
371,Roger Federer,Jo-Wilfried Tsonga,371,5,1,75,46,25,10,67,39,33,14,0.7708333333333334,0.7708333333333334,0.4056603773584906,0.4056603773584906,0.22916666666666666,0.22916666666666666,0.17647058823529413,0.19230769230769232,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.24561403508771928,0.11940298507462686,7,0.11940298507462686,1.0,7.0,10.0,25.0,0.5,14.0,25.0,33,75.0,7,8
372,David Ferrer,Tommy Robredo,372,5,0,59,22,41,9,47,25,53,22,0.4375,0.4375,0.1792452830188679,0.1792452830188679,0.5625,0.5625,0.1568627450980392,0.17307692307692307,0.5053763440860215,0.5053763440860215,0.4946236559139785,0.4946236559139785,0.38596491228070173,0.2553191489361702,-3,0.2553191489361702,0.0,-3.0,9.0,41.0,0.0,22.0,41.0,9,59.0,-3,12
373,Stanislas Wawrinka,Rafael Nadal,373,5,1,75,40,25,11,60,30,40,12,0.7708333333333334,0.7708333333333334,0.3490566037735849,0.3490566037735849,0.22916666666666666,0.22916666666666666,0.19607843137254902,0.21153846153846154,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.21052631578947367,0.25,10,0.25,1.0,10.0,11.0,25.0,0.5,12.0,26.0,21,74.0,10,15
