,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
281,Tommy Robredo,Jurgen Zopp,281,1,0,68,35,32,9,65,37,35,12,0.375,0.17307692307692307,0.3010752688172043,3,-2,-3,1.0461538461538462,3.125,44,100,0.5652985074626866,3.0,-3.0,57.115671641791046,1,68,1,40.5,0.0,32.0,1.0461538461538462,0
282,Jurgen Melzer,Igor Sijsling,282,1,1,64,41,36,18,72,37,28,6,0.4583333333333333,0.34615384615384615,0.22580645161290322,-8,4,12,0.8888888888888888,2.7777777777777777,59,100,0.5652985074626866,-8.0,12.0,57.115671641791046,1,64,1,40.5,1.0,36.0,0.8888888888888888,1
283,Rogerio Dutra Silva,Ernests Gulbis,283,1,1,53,36,47,23,65,31,35,13,0.6875,0.4423076923076923,0.3010752688172043,-12,5,10,0.8153846153846154,2.127659574468085,59,100,0.5652985074626866,-12.0,10.0,57.115671641791046,1,53,1,44.5,1.0,47.0,0.8153846153846154,1
284,Gael Monfils,Tomas Berdych,284,1,0,66,91,34,33,72,104,28,27,0.4166666666666667,0.6346153846153846,0.22580645161290322,-6,-13,6,0.9166666666666666,2.9411764705882355,124,100,0.5652985074626866,-6.0,6.0,57.115671641791046,1,66,1,34.0,0.0,34.0,0.9166666666666666,0
285,Richard Gasquet,Sergiy Stakhovsky,285,1,0,55,22,45,17,67,36,33,16,0.6458333333333334,0.3269230769230769,0.27956989247311825,-12,-14,1,0.8208955223880597,2.2222222222222223,39,100,0.5652985074626866,-12.0,1.0,57.115671641791046,1,55,1,46.0,0.0,45.0,0.8208955223880597,0
286,Rhyne Williams,Michal Przysiezny,286,1,1,67,75,33,27,67,66,33,21,0.3958333333333333,0.5192307692307693,0.27956989247311825,0,9,6,1.0,3.0303030303030303,102,100,0.5652985074626866,0.0,6.0,57.115671641791046,1,67,1,32.0,1.0,33.0,1.0,1
287,Nikolay Davydenko,Florent Serra,287,1,0,64,35,36,13,67,50,33,16,0.4583333333333333,0.25,0.27956989247311825,-3,-15,-3,0.9552238805970149,2.7777777777777777,48,100,0.5652985074626866,-3.0,-3.0,57.115671641791046,1,64,1,36.0,0.0,36.0,0.9552238805970149,0
288,Denis Istomin,Florian Mayer,288,1,0,59,40,41,15,69,44,31,13,0.5625,0.28846153846153844,0.25806451612903225,-10,-4,2,0.855072463768116,2.4390243902439024,55,100,0.5652985074626866,-10.0,2.0,57.115671641791046,1,59,1,39.333333333333336,0.0,41.0,0.855072463768116,0
289,Jerzy Janowicz,Albert Ramos,289,1,0,61,41,39,25,63,49,37,26,0.5208333333333334,0.4807692307692308,0.3225806451612903,-2,-8,-1,0.9682539682539683,2.5641025641025643,66,100,0.5652985074626866,-2.0,-1.0,57.115671641791046,1,61,1,41.0,0.0,39.0,0.9682539682539683,0
290,Robin Haase,Kenny De Schepper,290,1,0,64,61,36,21,65,59,35,25,0.4583333333333333,0.40384615384615385,0.3010752688172043,-1,2,-4,0.9846153846153847,2.7777777777777777,82,100,0.5652985074626866,-1.0,-4.0,57.115671641791046,1,64,1,38.5,0.0,36.0,0.9846153846153847,1
291,Horacio Zeballos,Vasek Pospisil,291,1,0,56,67,44,34,68,71,32,18,0.625,0.6538461538461539,0.26881720430107525,-12,-4,16,0.8235294117647058,2.272727272727273,101,100,0.5652985074626866,-12.0,16.0,57.115671641791046,1,56,1,44.0,0.0,44.0,0.8235294117647058,0
292,Thiemo De Bakker,Stanislas Wawrinka,292,1,1,69,74,31,24,69,70,31,25,0.3541666666666667,0.46153846153846156,0.25806451612903225,0,4,-1,1.0,3.225806451612903,98,100,0.5652985074626866,0.0,-1.0,57.115671641791046,1,69,1,41.166666666666664,1.0,31.0,1.0,1
293,Kei Nishikori,Jesse Levine,293,1,0,52,16,48,9,51,27,49,19,0.7083333333333334,0.17307692307692307,0.45161290322580644,1,-11,-10,1.0196078431372548,2.0833333333333335,25,100,0.5652985074626866,1.0,-10.0,57.115671641791046,1,52,1,48.0,0.0,48.0,1.0196078431372548,0
294,Santiago Giraldo,Grega Zemlja,294,1,1,52,32,48,21,64,30,36,12,0.7083333333333334,0.40384615384615385,0.3118279569892473,-12,2,9,0.8125,2.0833333333333335,53,100,0.5652985074626866,-12.0,9.0,57.115671641791046,1,52,1,48.0,1.0,48.0,0.8125,1
295,Maxime Teixeira,Lukasz Kubot,295,1,1,64,30,36,12,64,37,36,12,0.4583333333333333,0.23076923076923078,0.3118279569892473,0,-7,0,1.0,2.7777777777777777,42,100,0.5652985074626866,0.0,0.0,57.115671641791046,1,64,1,49.0,1.0,36.0,1.0,0
296,Marcos Baghdatis,Benoit Paire,296,1,1,46,40,54,29,53,34,47,25,0.8333333333333334,0.5576923076923077,0.43010752688172044,-7,6,4,0.8679245283018868,1.8518518518518519,69,100,0.5652985074626866,-7.0,4.0,57.115671641791046,1,46,1,48.666666666666664,1.0,54.0,0.8679245283018868,1
297,Fabio Fognini,Andreas Beck,297,1,0,55,37,45,25,64,50,36,27,0.6458333333333334,0.4807692307692308,0.3118279569892473,-9,-13,-2,0.859375,2.2222222222222223,62,100,0.5652985074626866,-9.0,-2.0,57.115671641791046,1,55,1,45.0,0.0,45.0,0.859375,0
298,Lukas Rosol,Pere Riba,298,1,0,60,38,40,14,62,41,38,23,0.5416666666666666,0.2692307692307692,0.3333333333333333,-2,-3,-9,0.967741935483871,2.5,52,100,0.5652985074626866,-2.0,-9.0,57.115671641791046,1,60,1,40.0,0.0,40.0,0.967741935483871,0
299,Michael Russell,Martin Klizan,299,1,1,49,29,51,22,69,35,31,9,0.7708333333333334,0.4230769230769231,0.25806451612903225,-20,-6,13,0.7101449275362319,1.9607843137254901,51,100,0.5652985074626866,-20.0,13.0,57.115671641791046,1,49,1,48.5,1.0,51.0,0.7101449275362319,0
300,Daniel Brands,Rafael Nadal,300,1,1,84,74,16,12,74,66,26,22,0.041666666666666664,0.23076923076923078,0.20430107526881722,10,8,-10,1.135135135135135,6.25,86,100,0.5652985074626866,10.0,-10.0,57.115671641791046,1,84,1,27.0,1.0,16.0,1.135135135135135,1
301,Marc Gicquel,Fernando Verdasco,301,1,1,64,37,36,11,53,23,47,13,0.4583333333333333,0.21153846153846154,0.43010752688172044,11,14,-2,1.2075471698113207,2.7777777777777777,48,100,0.5652985074626866,11.0,-2.0,57.115671641791046,1,64,1,38.666666666666664,1.0,36.0,1.2075471698113207,1
302,Julian Reister,Federico Delbonis,302,1,1,55,52,45,27,72,47,28,15,0.6458333333333334,0.5192307692307693,0.22580645161290322,-17,5,12,0.7638888888888888,2.2222222222222223,79,100,0.5652985074626866,-17.0,12.0,57.115671641791046,1,55,1,45.0,1.0,45.0,0.7638888888888888,1
303,Pablo Andujar,Mikhail Youzhny,303,1,1,65,70,35,20,56,49,44,27,0.4375,0.38461538461538464,0.3978494623655914,9,21,-7,1.1607142857142858,2.857142857142857,90,100,0.5652985074626866,9.0,-7.0,57.115671641791046,1,65,1,35.666666666666664,1.0,35.0,1.1607142857142858,1
304,John Isner,Carlos Berlocq,304,1,0,73,45,27,10,63,45,37,16,0.2708333333333333,0.19230769230769232,0.3225806451612903,10,0,-6,1.1587301587301588,3.7037037037037037,55,100,0.5652985074626866,10.0,-6.0,57.115671641791046,1,73,1,35.0,0.0,27.0,1.1587301587301588,0
305,Ryan Harrison,Andrey Kuznetsov,305,1,0,71,48,29,11,56,46,44,26,0.3125,0.21153846153846154,0.3978494623655914,15,2,-15,1.2678571428571428,3.4482758620689653,59,100,0.5652985074626866,15.0,-15.0,57.115671641791046,1,71,1,38.0,0.0,29.0,1.2678571428571428,1
306,Guillermo Garcia-Lopez,Jack Sock,306,1,1,56,32,44,23,63,30,37,11,0.625,0.4423076923076923,0.3225806451612903,-7,2,12,0.8888888888888888,2.272727272727273,55,100,0.5652985074626866,-7.0,12.0,57.115671641791046,1,56,1,49.0,1.0,44.0,0.8888888888888888,1
307,Guillaume Rufin,Tommy Haas,307,1,1,65,48,35,13,61,32,39,21,0.4375,0.25,0.34408602150537637,4,16,-8,1.0655737704918034,2.857142857142857,61,100,0.5652985074626866,4.0,-8.0,57.115671641791046,1,65,1,41.5,1.0,35.0,1.0655737704918034,1
308,Philipp Kohlschreiber,Jiri Vesely,308,1,0,61,59,39,25,62,61,38,21,0.5208333333333334,0.4807692307692308,0.3333333333333333,-1,-2,4,0.9838709677419355,2.5641025641025643,84,100,0.5652985074626866,-1.0,4.0,57.115671641791046,1,61,1,42.0,0.0,39.0,0.9838709677419355,0
309,Yen-Hsun Lu,Simone Bolelli,309,1,0,63,33,37,12,77,32,23,9,0.4791666666666667,0.23076923076923078,0.17204301075268819,-14,1,3,0.8181818181818182,2.7027027027027026,45,100,0.5652985074626866,-14.0,3.0,57.115671641791046,1,63,1,37.0,0.0,37.0,0.8181818181818182,1
310,Victor Hanescu,Bernard Tomic,310,1,0,63,38,37,17,71,51,29,19,0.4791666666666667,0.3269230769230769,0.23655913978494625,-8,-13,-2,0.8873239436619719,2.7027027027027026,55,100,0.5652985074626866,-8.0,-2.0,57.115671641791046,1,63,1,37.5,0.0,37.0,0.8873239436619719,0
311,Dmitry Tursunov,Alexandr Dolgopolov,311,1,0,55,51,45,22,51,47,49,28,0.6458333333333334,0.4230769230769231,0.45161290322580644,4,4,-6,1.0784313725490196,2.2222222222222223,73,100,0.5652985074626866,4.0,-6.0,57.115671641791046,1,55,1,46.0,0.0,45.0,1.0784313725490196,1
312,Grigor Dimitrov,Alejandro Falla,312,1,0,54,10,46,7,59,20,41,10,0.6666666666666666,0.1346153846153846,0.3655913978494624,-5,-10,-3,0.9152542372881356,2.1739130434782608,17,100,0.5652985074626866,-5.0,-3.0,57.115671641791046,1,54,1,43.0,0.0,46.0,0.9152542372881356,0
313,Lucas Pouille,Alex Kuznetsov,313,1,0,63,33,37,13,48,36,52,33,0.4791666666666667,0.25,0.4838709677419355,15,-3,-20,1.3125,2.7027027027027026,46,100,0.5652985074626866,15.0,-20.0,57.115671641791046,1,63,1,37.0,0.0,37.0,1.3125,0
314,Guido Pella,Ivan Dodig,314,1,0,56,80,44,37,61,71,39,35,0.625,0.7115384615384616,0.34408602150537637,-5,9,2,0.9180327868852459,2.272727272727273,117,100,0.5652985074626866,-5.0,2.0,57.115671641791046,1,56,1,42.0,0.0,44.0,0.9180327868852459,1
315,David Goffin,Novak Djokovic,315,1,1,69,53,31,20,61,46,39,25,0.3541666666666667,0.38461538461538464,0.34408602150537637,8,7,-5,1.1311475409836065,3.225806451612903,73,100,0.5652985074626866,8.0,-5.0,57.115671641791046,1,69,1,31.142857142857142,1.0,31.0,1.1311475409836065,1
316,Roger Federer,Somdev Devvarman,316,2,0,61,19,39,16,62,30,38,18,0.5208333333333334,0.3076923076923077,0.3333333333333333,-1,-11,-2,0.9838709677419355,2.5641025641025643,35,100,-0.4467005076142132,-1.0,-2.0,54.19796954314721,2,61,1,39.0,0.0,39.0,0.9838709677419355,0
317,Tobias Kamke,Julien Benneteau,317,2,1,72,83,28,23,65,75,35,37,0.2916666666666667,0.4423076923076923,0.3010752688172043,7,8,-14,1.1076923076923078,3.5714285714285716,106,100,-0.4467005076142132,7.0,-14.0,54.19796954314721,2,72,1,28.0,1.0,28.0,1.1076923076923078,1
318,Sam Querrey,Jan Hajek,318,2,0,66,36,34,16,62,45,38,14,0.4166666666666667,0.3076923076923077,0.3333333333333333,4,-9,2,1.064516129032258,2.9411764705882355,52,100,-0.4467005076142132,4.0,2.0,54.19796954314721,2,66,1,34.0,0.0,34.0,1.064516129032258,0
319,Pablo Cuevas,Gilles Simon,319,2,1,57,41,43,26,56,37,44,19,0.6041666666666666,0.5,0.3978494623655914,1,4,7,1.0178571428571428,2.3255813953488373,67,100,-0.4467005076142132,1.0,7.0,54.19796954314721,2,57,1,43.0,1.0,43.0,1.0178571428571428,1
320,Marin Cilic,Nick Kyrgios,320,2,0,64,33,36,10,51,32,49,23,0.4583333333333333,0.19230769230769232,0.45161290322580644,13,1,-13,1.2549019607843137,2.7777777777777777,43,100,-0.4467005076142132,13.0,-13.0,54.19796954314721,2,64,1,36.0,0.0,36.0,1.2549019607843137,1
321,Viktor Troicki,Daniel Gimeno-Traver,321,2,0,78,84,22,15,56,61,44,35,0.16666666666666666,0.28846153846153844,0.3978494623655914,22,23,-20,1.3928571428571428,4.545454545454546,99,100,-0.4467005076142132,22.0,-20.0,54.19796954314721,2,78,1,22.0,0.0,22.0,1.3928571428571428,1
322,Jeremy Chardy,Roberto Bautista Agut,322,2,0,79,42,21,8,64,50,36,17,0.14583333333333334,0.15384615384615385,0.3118279569892473,15,-8,-9,1.234375,4.761904761904762,50,100,-0.4467005076142132,15.0,-9.0,54.19796954314721,2,79,1,26.0,0.0,21.0,1.234375,0
323,Jarkko Nieminen,Jo-Wilfried Tsonga,323,2,1,65,44,35,19,61,41,39,25,0.4375,0.36538461538461536,0.34408602150537637,4,3,-6,1.0655737704918034,2.857142857142857,63,100,-0.4467005076142132,4.0,-6.0,54.19796954314721,2,65,1,35.5,1.0,35.0,1.0655737704918034,1
324,David Ferrer,Albert Montanes,324,2,0,67,28,33,9,60,31,40,15,0.3958333333333333,0.17307692307692307,0.3548387096774194,7,-3,-6,1.1166666666666667,3.0303030303030303,37,100,-0.4467005076142132,7.0,-6.0,54.19796954314721,2,67,1,33.0,0.0,33.0,1.1166666666666667,0
325,Joao Sousa,Feliciano Lopez,325,2,1,64,56,36,23,66,58,34,24,0.4583333333333333,0.4423076923076923,0.2903225806451613,-2,-2,-1,0.9696969696969697,2.7777777777777777,79,100,-0.4467005076142132,-2.0,-1.0,54.19796954314721,2,64,1,36.0,1.0,36.0,0.9696969696969697,0
326,Kevin Anderson,Evgeny Donskoy,326,2,0,67,62,33,21,68,69,32,26,0.3958333333333333,0.40384615384615385,0.26881720430107525,-1,-7,-5,0.9852941176470589,3.0303030303030303,83,100,-0.4467005076142132,-1.0,-5.0,54.19796954314721,2,67,1,33.0,0.0,33.0,0.9852941176470589,0
327,Michael Llodra,Milos Raonic,327,2,1,63,62,37,25,61,59,39,32,0.4791666666666667,0.4807692307692308,0.34408602150537637,2,3,-7,1.0327868852459017,2.7027027027027026,87,100,-0.4467005076142132,2.0,-7.0,54.19796954314721,2,63,1,36.5,1.0,37.0,1.0327868852459017,1
328,Nicolas Almagro,Edouard Roger-Vasselin,328,2,0,57,30,43,16,46,36,54,30,0.6041666666666666,0.3076923076923077,0.5053763440860215,11,-6,-14,1.2391304347826086,2.3255813953488373,46,100,-0.4467005076142132,11.0,-14.0,54.19796954314721,2,57,1,43.0,0.0,43.0,1.2391304347826086,0
329,Blaz Kavcic,Andreas Seppi,329,2,1,57,67,43,41,63,64,37,37,0.6041666666666666,0.7884615384615384,0.3225806451612903,-6,3,4,0.9047619047619048,2.3255813953488373,108,100,-0.4467005076142132,-6.0,4.0,54.19796954314721,2,57,1,43.0,1.0,43.0,0.9047619047619048,1
330,Tommy Robredo,Igor Sijsling,330,2,0,52,51,48,30,62,67,38,28,0.7083333333333334,0.5769230769230769,0.3333333333333333,-10,-16,2,0.8387096774193549,2.0833333333333335,81,100,-0.4467005076142132,-10.0,2.0,54.19796954314721,2,52,1,48.0,0.0,48.0,0.8387096774193549,0
331,Ernests Gulbis,Gael Monfils,331,2,1,64,65,36,32,60,55,40,22,0.4583333333333333,0.6153846153846154,0.3548387096774194,4,10,10,1.0666666666666667,2.7777777777777777,97,100,-0.4467005076142132,4.0,10.0,54.19796954314721,2,64,1,36.0,1.0,36.0,1.0666666666666667,1
332,Richard Gasquet,Michal Przysiezny,332,2,0,64,27,36,8,59,32,41,14,0.4583333333333333,0.15384615384615385,0.3655913978494624,5,-5,-6,1.0847457627118644,2.7777777777777777,35,100,-0.4467005076142132,5.0,-6.0,54.19796954314721,2,64,1,36.0,0.0,36.0,1.0847457627118644,0
333,Nikolay Davydenko,Denis Istomin,333,2,0,68,41,32,19,65,41,35,18,0.375,0.36538461538461536,0.3010752688172043,3,0,1,1.0461538461538462,3.125,60,100,-0.4467005076142132,3.0,1.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.0461538461538462,0
334,Jerzy Janowicz,Robin Haase,334,2,0,68,51,32,21,60,48,40,28,0.375,0.40384615384615385,0.3548387096774194,8,3,-7,1.1333333333333333,3.125,72,100,-0.4467005076142132,8.0,-7.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.1333333333333333,1
335,Horacio Zeballos,Stanislas Wawrinka,335,2,1,66,52,34,18,62,46,38,16,0.4166666666666667,0.34615384615384615,0.3333333333333333,4,6,2,1.064516129032258,2.9411764705882355,70,100,-0.4467005076142132,4.0,2.0,54.19796954314721,2,66,1,39.0,1.0,34.0,1.064516129032258,1
336,Kei Nishikori,Grega Zemlja,336,2,0,48,39,52,24,63,45,37,19,0.7916666666666666,0.46153846153846156,0.3225806451612903,-15,-6,5,0.7619047619047619,1.9230769230769231,63,100,-0.4467005076142132,-15.0,5.0,54.19796954314721,2,48,1,52.0,0.0,52.0,0.7619047619047619,0
337,Lukasz Kubot,Benoit Paire,337,2,1,57,34,43,20,75,46,25,8,0.6041666666666666,0.38461538461538464,0.1935483870967742,-18,-12,12,0.76,2.3255813953488373,54,100,-0.4467005076142132,-18.0,12.0,54.19796954314721,2,57,1,46.5,1.0,43.0,0.76,0
338,Fabio Fognini,Lukas Rosol,338,2,0,57,51,43,21,74,60,26,17,0.6041666666666666,0.40384615384615385,0.20430107526881722,-17,-9,4,0.7702702702702703,2.3255813953488373,72,100,-0.4467005076142132,-17.0,4.0,54.19796954314721,2,57,1,43.0,0.0,43.0,0.7702702702702703,0
339,Martin Klizan,Rafael Nadal,339,2,1,74,55,26,10,56,30,44,25,0.25,0.19230769230769232,0.3978494623655914,18,25,-15,1.3214285714285714,3.8461538461538463,65,100,-0.4467005076142132,18.0,-15.0,54.19796954314721,2,74,1,26.0,1.0,26.0,1.3214285714285714,1
340,Janko Tipsarevic,Fernando Verdasco,340,2,0,58,77,42,40,64,82,36,38,0.5833333333333334,0.7692307692307693,0.3118279569892473,-6,-5,2,0.90625,2.380952380952381,117,100,-0.4467005076142132,-6.0,2.0,54.19796954314721,2,58,1,41.0,0.0,42.0,0.90625,0
341,Federico Delbonis,Mikhail Youzhny,341,2,1,69,70,31,24,57,55,43,30,0.3541666666666667,0.46153846153846156,0.3870967741935484,12,15,-6,1.2105263157894737,3.225806451612903,94,100,-0.4467005076142132,12.0,-6.0,54.19796954314721,2,69,1,38.0,1.0,31.0,1.2105263157894737,1
342,John Isner,Ryan Harrison,342,2,0,64,88,36,32,65,81,35,37,0.4583333333333333,0.6153846153846154,0.3010752688172043,-1,7,-5,0.9846153846153847,2.7777777777777777,120,100,-0.4467005076142132,-1.0,-5.0,54.19796954314721,2,64,1,36.0,0.0,36.0,0.9846153846153847,1
343,Jack Sock,Tommy Haas,343,2,1,74,62,26,15,54,39,46,22,0.25,0.28846153846153844,0.41935483870967744,20,23,-7,1.3703703703703705,3.8461538461538463,77,100,-0.4467005076142132,20.0,-7.0,54.19796954314721,2,74,1,26.0,1.0,26.0,1.3703703703703705,1
344,Victor Hanescu,Dmitry Tursunov,344,2,0,59,31,41,9,67,33,33,9,0.5625,0.17307692307692307,0.27956989247311825,-8,-2,0,0.8805970149253731,2.4390243902439024,40,100,-0.4467005076142132,-8.0,0.0,54.19796954314721,2,59,1,44.0,0.0,41.0,0.8805970149253731,0
345,Grigor Dimitrov,Lucas Pouille,345,2,0,60,31,40,14,49,37,51,29,0.5416666666666666,0.2692307692307692,0.4731182795698925,11,-6,-15,1.2244897959183674,2.5,45,100,-0.4467005076142132,11.0,-15.0,54.19796954314721,2,60,1,40.0,0.0,40.0,1.2244897959183674,0
346,Guido Pella,Novak Djokovic,346,2,1,72,38,28,10,57,26,43,12,0.2916666666666667,0.19230769230769232,0.3870967741935484,15,12,-2,1.263157894736842,3.5714285714285716,48,100,-0.4467005076142132,15.0,-2.0,54.19796954314721,2,72,1,28.0,1.0,28.0,1.263157894736842,1
347,Roger Federer,Julien Benneteau,347,3,0,82,41,18,8,65,42,35,22,0.08333333333333333,0.15384615384615385,0.3010752688172043,17,-1,-14,1.2615384615384615,5.555555555555555,49,100,0.037383177570093455,17.0,-14.0,50.467289719626166,3,82,1,18.0,0.0,18.0,1.2615384615384615,0
348,Sam Querrey,Gilles Simon,348,3,1,60,52,40,32,58,60,42,21,0.5416666666666666,0.6153846153846154,0.3763440860215054,2,-8,11,1.0344827586206897,2.5,84,100,0.037383177570093455,2.0,11.0,50.467289719626166,3,60,1,40.0,1.0,40.0,1.0344827586206897,0
349,Marin Cilic,Viktor Troicki,349,3,1,65,61,35,20,59,43,41,27,0.4375,0.38461538461538464,0.3655913978494624,6,18,-7,1.1016949152542372,2.857142857142857,81,100,0.037383177570093455,6.0,-7.0,50.467289719626166,3,65,1,35.0,1.0,35.0,1.1016949152542372,1
350,Jeremy Chardy,Jo-Wilfried Tsonga,350,3,1,67,40,33,17,65,35,35,10,0.3958333333333333,0.3269230769230769,0.3010752688172043,2,5,7,1.0307692307692307,3.0303030303030303,57,100,0.037383177570093455,2.0,7.0,50.467289719626166,3,67,1,33.5,1.0,33.0,1.0307692307692307,1
351,David Ferrer,Feliciano Lopez,351,3,0,63,37,37,14,66,41,34,17,0.4791666666666667,0.2692307692307692,0.2903225806451613,-3,-4,-3,0.9545454545454546,2.7027027027027026,51,100,0.037383177570093455,-3.0,-3.0,50.467289719626166,3,63,1,37.0,0.0,37.0,0.9545454545454546,0
352,Kevin Anderson,Milos Raonic,352,3,0,57,49,43,29,69,54,31,19,0.6041666666666666,0.5576923076923077,0.25806451612903225,-12,-5,10,0.8260869565217391,2.3255813953488373,78,100,0.037383177570093455,-12.0,10.0,50.467289719626166,3,57,1,42.0,0.0,43.0,0.8260869565217391,0
353,Nicolas Almagro,Andreas Seppi,353,3,0,51,34,49,18,69,50,31,12,0.7291666666666666,0.34615384615384615,0.25806451612903225,-18,-16,6,0.7391304347826086,2.0408163265306123,52,100,0.037383177570093455,-18.0,6.0,50.467289719626166,3,51,1,49.0,0.0,49.0,0.7391304347826086,0
354,Tommy Robredo,Gael Monfils,354,3,0,68,73,32,27,70,74,30,30,0.375,0.5192307692307693,0.24731182795698925,-2,-1,-3,0.9714285714285714,3.125,100,100,0.037383177570093455,-2.0,-3.0,50.467289719626166,3,68,1,32.0,0.0,32.0,0.9714285714285714,0
355,Richard Gasquet,Nikolay Davydenko,355,3,0,76,46,24,9,68,40,32,19,0.20833333333333334,0.17307692307692307,0.26881720430107525,8,6,-10,1.1176470588235294,4.166666666666667,55,100,0.037383177570093455,13.5,-10.0,50.467289719626166,3,77,2,24.0,0.0,24.0,1.1176470588235294,1
356,Jerzy Janowicz,Stanislas Wawrinka,356,3,1,58,54,42,31,61,58,39,23,0.5833333333333334,0.5961538461538461,0.34408602150537637,-3,-4,8,0.9508196721311475,2.380952380952381,85,100,0.037383177570093455,-3.0,8.0,50.467289719626166,3,58,1,42.0,1.0,42.0,0.9508196721311475,0
357,Kei Nishikori,Benoit Paire,357,3,0,43,40,57,36,63,53,37,23,0.8958333333333334,0.6923076923076923,0.3225806451612903,-20,-13,13,0.6825396825396826,1.7543859649122806,76,100,0.037383177570093455,-20.0,13.0,50.467289719626166,3,43,1,49.5,0.0,57.0,0.6825396825396826,0
358,Fabio Fognini,Rafael Nadal,358,3,1,78,52,22,14,67,47,33,26,0.16666666666666666,0.2692307692307692,0.27956989247311825,11,5,-12,1.164179104477612,4.545454545454546,66,100,0.037383177570093455,11.0,-12.0,50.467289719626166,3,78,1,27.5,1.0,22.0,1.164179104477612,1
359,Janko Tipsarevic,Mikhail Youzhny,359,3,1,64,40,36,21,49,28,51,25,0.4583333333333333,0.40384615384615385,0.4731182795698925,15,12,-4,1.3061224489795917,2.7777777777777777,61,100,0.037383177570093455,15.0,-4.0,50.467289719626166,3,64,1,36.0,1.0,36.0,1.3061224489795917,1
360,John Isner,Tommy Haas,360,3,0,63,99,37,52,78,132,22,24,0.4791666666666667,1.0,0.16129032258064516,-15,-33,28,0.8076923076923077,2.7027027027027026,151,100,0.037383177570093455,-15.0,28.0,50.467289719626166,3,63,1,37.0,0.0,37.0,0.8076923076923077,0
361,Philipp Kohlschreiber,Victor Hanescu,361,3,0,73,31,27,8,59,43,41,20,0.2708333333333333,0.15384615384615385,0.3655913978494624,14,-12,-12,1.2372881355932204,3.7037037037037037,39,100,0.037383177570093455,14.0,-12.0,50.467289719626166,3,73,1,27.0,0.0,27.0,1.2372881355932204,0
362,Grigor Dimitrov,Novak Djokovic,362,3,1,68,39,32,13,69,33,31,9,0.375,0.25,0.25806451612903225,-1,6,4,0.9855072463768116,3.125,52,100,0.037383177570093455,-1.0,4.0,50.467289719626166,3,68,1,32.0,1.0,32.0,0.9855072463768116,1
363,Roger Federer,Gilles Simon,363,4,0,61,65,39,28,64,56,36,23,0.5208333333333334,0.5384615384615384,0.3118279569892473,-3,9,5,0.953125,2.5641025641025643,93,100,0.38181818181818183,-3.0,5.0,55.54545454545455,4,61,1,39.0,0.0,39.0,0.953125,1
364,Viktor Troicki,Jo-Wilfried Tsonga,364,4,1,77,45,23,15,62,34,38,15,0.1875,0.28846153846153844,0.3333333333333333,15,11,0,1.2419354838709677,4.3478260869565215,60,100,0.38181818181818183,15.0,0.0,55.54545454545455,4,77,1,35.5,1.0,23.0,1.2419354838709677,1
365,David Ferrer,Kevin Anderson,365,4,0,71,34,29,7,52,28,48,24,0.3125,0.1346153846153846,0.44086021505376344,19,6,-17,1.3653846153846154,3.4482758620689653,41,100,0.38181818181818183,19.0,-17.0,55.54545454545455,4,71,1,29.0,0.0,29.0,1.3653846153846154,1
366,Nicolas Almagro,Tommy Robredo,366,4,1,63,73,37,31,63,71,37,31,0.4791666666666667,0.5961538461538461,0.3225806451612903,0,2,0,1.0,2.7027027027027026,104,100,0.38181818181818183,0.0,0.0,55.54545454545455,4,63,1,37.0,1.0,37.0,1.0,1
